serialid,tnscntry,isocntry,corruption,patronage,public_tender,widespread,abuse,bidding,procurement_national,procurement_local,transparency,connections,favouritism,petty_corruption,bribing,reported,court,fined,sector,employees,age,turnover
2018,9,IT,3,2,2,1,2,2,1,1,4,3,1,2,4,2,3,3,5,1,4,3
2020,9,IT,1,1,9,1,2,2,2,1,4,1,2,3,4,3,2,1,5,1,4,3
2022,9,IT,1,1,9,2,2,2,2,2,3,1,1,3,4,4,2,4,2,1,4,1
2024,9,IT,2,2,9,1,2,2,1,1,3,2,2,3,3,3,3,3,3,1,4,3
2025,9,IT,3,3,2,2,3,2,2,2,3,2,2,3,2,3,3,3,3,1,4,3
2027,9,IT,2,1,9,2,2,2,2,2,3,2,2,2,3,2,3,3,3,1,3,1
2028,9,IT,4,3,9,2,2,2,1,2,1,2,2,2,2,3,3,2,3,2,4,3
2030,9,IT,2,2,9,2,2,2,2,1,3,2,2,2,3,3,3,3,3,1,4,3
2034,9,IT,1,1,9,2,3,3,2,2,3,3,1,3,3,2,3,3,6,1,4,3
2036,9,IT,1,2,9,2,2,2,1,1,4,2,1,3,4,4,4,3,2,1,4,2
2038,9,IT,2,1,9,1,2,2,1,1,4,1,1,3,3,3,2,3,5,1,4,2
2040,9,IT,4,2,9,1,2,1,1,1,2,1,1,4,4,3,3,3,3,3,4,1
2041,9,IT,3,4,9,1,2,2,2,2,3,2,1,2,3,3,3,2,3,3,4,3
2042,9,IT,1,1,9,3,3,4,2,2,4,2,1,1,1,3,3,2,5,2,3,2
2045,9,IT,2,1,9,2,3,2,3,3,2,2,2,2,2,2,1,2,3,3,4,3
2046,9,IT,1,1,2,1,2,2,2,3,2,3,2,3,2,2,3,3,1,2,4,1
2048,9,IT,2,1,4,1,2,2,3,2,4,1,2,4,3,3,3,3,4,3,4,1
2049,9,IT,3,3,9,1,2,2,2,2,3,2,2,2,3,3,3,3,1,1,4,2
2057,9,IT,4,3,9,1,1,2,1,1,4,2,2,3,4,3,3,3,1,3,4,2
2058,9,IT,1,2,9,1,1,1,1,2,4,3,1,2,4,4,3,3,1,1,4,1
2059,9,IT,4,4,9,2,4,4,4,4,2,2,2,1,2,2,2,2,6,1,3,3
2060,9,IT,1,1,9,1,1,2,1,1,4,2,2,3,4,3,3,3,5,1,4,1
2062,9,IT,2,2,1,2,4,4,2,2,2,2,2,2,2,1,1,1,4,2,4,3
2068,9,IT,2,1,9,1,2,2,1,2,3,3,1,4,3,3,3,3,3,2,4,2
2069,9,IT,2,3,9,2,2,2,2,2,4,2,2,3,3,3,3,3,2,1,4,2
2070,9,IT,1,1,9,1,1,1,1,1,4,2,4,4,2,3,3,3,1,1,4,3
2071,9,IT,4,3,9,2,2,2,2,2,2,4,1,2,3,1,3,2,1,1,4,2
2073,9,IT,1,1,2,2,3,3,3,2,2,3,2,2,2,2,2,3,4,2,2,1
2077,9,IT,1,1,9,1,2,2,1,1,2,2,1,4,4,3,3,4,6,1,4,3
2079,9,IT,1,1,1,1,2,2,2,1,3,2,1,3,3,4,4,4,4,1,4,2
2081,9,IT,3,3,9,2,3,4,2,2,4,4,2,4,4,2,2,2,2,1,4,1
2085,9,IT,1,4,9,1,1,1,1,1,3,2,2,2,3,2,2,3,6,2,4,1
2086,9,IT,2,2,9,3,2,2,1,1,2,2,2,3,3,3,3,3,5,1,3,1
2088,9,IT,4,4,9,2,3,2,1,1,2,4,1,3,1,2,2,2,1,1,4,2
2090,9,IT,4,4,9,1,1,2,2,2,3,2,1,3,3,3,3,3,1,1,4,3
2091,9,IT,2,3,2,2,3,4,1,3,4,1,1,3,3,3,3,3,1,2,4,2
2093,9,IT,3,4,2,2,3,3,3,3,3,4,2,3,3,2,3,3,2,1,4,1
2094,9,IT,2,1,9,2,3,2,2,2,4,2,2,2,3,1,4,3,2,1,4,2
2097,9,IT,3,2,9,2,1,3,1,2,3,2,2,3,3,2,3,3,3,3,4,3
2098,9,IT,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,5,1,4,1
2101,9,IT,4,4,9,2,4,3,1,1,4,4,2,4,3,4,3,3,2,3,4,1
2103,9,IT,1,1,9,2,1,2,2,2,3,1,1,3,3,2,2,3,5,1,4,3
2106,9,IT,2,2,9,1,1,1,1,1,4,1,1,3,3,2,3,3,6,1,2,3
2107,9,IT,4,4,9,1,2,2,2,2,2,4,1,1,2,1,2,2,4,1,4,3
2112,9,IT,1,2,9,1,1,3,2,2,2,2,2,2,3,4,3,4,5,2,4,1
2113,9,IT,1,2,4,2,3,3,3,3,3,3,2,3,1,3,3,3,4,3,4,3
2115,9,IT,3,3,9,1,2,2,1,1,3,2,2,3,3,1,3,3,1,1,4,1
2117,9,IT,1,1,9,2,1,3,2,2,2,2,2,4,2,2,2,3,2,1,4,1
2123,9,IT,1,1,1,2,2,2,2,1,4,2,1,4,4,2,4,4,4,2,4,3
2125,9,IT,1,1,9,1,1,2,3,1,3,1,1,4,4,2,4,4,2,1,2,1
2126,9,IT,1,1,1,2,2,2,2,2,4,2,2,4,4,3,2,3,3,1,3,1
2127,9,IT,4,1,9,1,1,1,1,1,4,2,1,4,4,4,4,4,6,1,4,2
2128,9,IT,1,1,9,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1
2129,9,IT,1,1,4,1,2,1,1,1,4,1,1,2,3,3,3,3,4,3,4,3
2131,9,IT,1,1,2,1,1,1,1,1,2,2,1,2,2,3,2,2,1,1,4,2
2133,9,IT,3,4,9,1,2,2,1,1,4,2,2,4,4,2,1,4,2,1,3,3
2134,9,IT,4,4,9,2,4,4,3,3,2,2,2,4,3,2,2,2,2,2,4,1
2144,9,IT,4,3,9,2,2,1,2,1,4,2,2,4,3,3,3,4,5,1,2,1
2150,9,IT,1,1,9,1,1,2,2,2,4,1,1,4,4,3,3,3,1,1,4,3
2151,9,IT,1,2,9,1,1,2,1,2,3,3,2,2,2,3,2,2,3,3,3,1
2155,9,IT,4,4,9,1,2,2,2,2,4,1,1,4,3,1,2,4,1,1,2,3
2156,9,IT,4,4,9,2,4,2,4,2,3,2,2,2,2,2,2,2,3,1,4,2
2157,9,IT,1,3,1,2,3,3,3,3,4,4,2,3,3,1,1,3,4,3,4,3
2158,9,IT,1,4,9,1,2,2,2,2,1,2,2,2,2,2,2,1,5,1,4,1
2159,9,IT,1,1,9,1,1,2,2,2,2,2,2,4,4,2,2,2,1,1,4,2
2161,9,IT,4,4,9,1,1,4,1,1,4,1,1,1,4,4,1,4,4,3,4,3
2165,9,IT,2,2,9,1,2,2,1,3,2,3,2,2,4,3,3,3,3,1,4,1
2169,9,IT,3,4,2,3,3,1,3,3,4,4,3,2,2,2,2,2,4,2,4,3
2172,9,IT,2,2,2,1,1,1,1,1,3,3,2,3,2,3,2,2,4,2,4,3
2176,9,IT,2,1,9,2,3,1,1,1,2,2,2,3,2,3,3,3,3,1,3,1
2177,9,IT,3,4,9,2,3,2,2,3,2,4,2,3,3,2,2,2,2,2,4,3
2183,9,IT,4,4,9,2,2,4,2,2,4,4,1,3,3,3,3,2,3,1,4,3
2185,9,IT,4,4,4,1,2,2,2,2,1,2,1,3,2,3,3,3,2,3,4,1
2186,9,IT,1,1,2,1,1,3,2,1,3,2,2,2,3,2,1,2,4,3,4,1
2188,9,IT,1,1,2,1,2,2,1,1,2,2,2,4,3,2,2,2,5,4,4,1
2190,9,IT,1,1,9,1,3,2,2,2,4,3,1,2,4,3,3,2,3,3,4,2
2191,9,IT,4,4,9,2,2,2,2,3,2,3,1,2,1,1,1,1,4,2,4,1
2193,9,IT,1,1,9,1,2,2,2,2,3,1,1,3,3,3,1,1,3,2,4,3
2195,9,IT,4,4,9,1,3,2,1,1,4,1,1,4,3,4,3,3,3,1,4,3
2196,9,IT,3,2,1,1,1,1,1,1,4,1,1,3,4,2,1,4,1,1,4,2
2202,9,IT,2,1,9,1,2,2,2,3,3,2,2,3,3,2,2,2,2,2,4,3
2206,9,IT,3,2,9,1,2,2,1,2,3,3,2,2,3,2,2,3,5,1,2,1
2210,9,IT,1,1,9,1,2,2,2,2,4,2,2,4,4,3,3,3,5,1,3,1
2212,9,IT,1,1,9,1,1,1,1,1,2,1,1,2,4,2,2,2,6,1,4,2
2213,9,IT,2,4,4,1,1,1,1,1,4,4,1,4,4,2,2,4,2,2,4,1
2214,9,IT,1,1,9,1,3,2,1,1,3,3,1,2,3,1,1,1,6,1,4,1
2217,9,IT,2,2,9,1,2,1,2,1,2,3,3,3,3,3,3,4,2,1,3,1
2219,9,IT,4,4,9,2,2,2,1,1,4,3,2,3,2,3,3,3,5,1,4,2
2220,9,IT,3,4,9,2,2,3,3,3,3,2,2,3,3,3,3,3,5,1,4,1
2221,9,IT,3,3,9,1,1,1,1,1,3,1,1,3,3,3,3,3,4,1,3,3
2224,9,IT,4,4,9,1,1,1,1,1,4,1,4,4,4,3,2,4,4,1,4,3
2225,9,IT,4,4,9,1,2,2,2,2,2,3,1,2,3,2,2,3,5,1,4,1
2228,9,IT,4,4,2,1,1,4,5,5,1,4,4,4,4,1,4,1,4,1,4,1
2232,9,IT,4,4,9,1,2,2,1,2,4,2,1,3,4,3,3,4,4,1,4,2
2234,9,IT,4,4,9,1,1,2,2,2,4,1,2,4,4,3,3,3,5,1,4,2
2237,9,IT,1,1,9,1,1,3,1,1,4,2,1,1,4,3,3,3,6,1,4,3
2239,9,IT,1,1,2,1,2,2,1,1,4,2,2,1,2,1,2,1,4,2,4,1
2241,9,IT,2,3,9,2,3,2,3,2,2,3,2,3,3,2,2,2,6,1,4,2
2242,9,IT,4,4,9,1,2,3,1,1,3,2,2,3,3,3,2,4,6,1,3,3
2243,9,IT,1,1,9,1,2,1,1,2,4,2,1,4,4,2,3,3,6,1,4,1
2245,9,IT,2,4,9,4,2,2,1,1,3,1,1,4,3,4,2,3,5,1,4,1
2246,9,IT,2,1,9,1,1,2,2,1,4,2,1,4,4,3,3,4,2,2,4,3
2248,9,IT,4,4,9,3,3,4,2,2,2,4,1,2,1,3,3,3,2,1,4,2
2249,9,IT,2,2,9,1,1,1,1,1,4,2,1,4,4,4,4,4,6,1,4,1
2251,9,IT,1,1,2,2,2,2,2,2,2,2,1,3,2,2,2,4,5,3,4,1
2252,9,IT,3,4,1,1,1,3,1,1,4,2,1,3,3,3,3,3,4,1,4,2
2253,9,IT,3,3,9,2,2,3,2,2,3,3,2,3,2,3,3,4,6,1,4,3
2255,9,IT,2,4,1,1,4,2,2,1,4,3,1,2,3,1,2,1,5,3,4,1
2257,9,IT,4,4,9,1,1,1,2,2,3,4,1,4,4,3,2,2,2,1,4,1
2260,9,IT,2,1,9,1,1,3,2,2,4,2,1,4,4,2,2,2,3,2,4,1
2261,9,IT,4,4,2,1,2,3,2,3,2,2,2,2,1,2,3,4,3,3,4,1
2262,9,IT,1,1,9,1,2,2,1,1,1,4,1,2,4,3,3,3,4,1,3,1
2267,9,IT,4,4,3,1,2,1,2,2,4,2,1,3,1,2,2,4,1,2,4,3
2268,9,IT,1,1,2,1,2,2,2,2,3,1,1,3,3,3,3,3,4,2,4,1
2269,9,IT,1,1,1,1,2,1,2,1,4,1,1,4,4,4,4,4,5,1,3,3
2270,9,IT,3,2,9,1,2,1,1,1,4,1,2,3,4,3,3,3,5,1,4,2
2271,9,IT,1,1,9,1,2,2,2,2,3,2,2,3,3,3,3,2,6,1,4,2
2272,9,IT,1,1,9,1,1,2,1,1,4,2,1,3,3,3,3,4,6,1,4,1
2274,9,IT,4,4,9,1,1,1,1,1,4,1,1,4,4,4,3,4,5,1,4,2
2276,9,IT,1,1,9,1,1,1,1,1,3,3,1,4,4,3,3,3,5,2,4,1
2277,9,IT,1,1,9,1,3,2,2,2,2,2,2,3,3,2,2,1,6,2,4,1
2280,9,IT,1,1,9,1,2,2,1,1,2,4,2,3,2,2,1,1,6,1,4,1
2281,9,IT,4,4,9,1,2,2,3,2,4,3,2,2,2,3,3,3,5,2,2,1
2282,9,IT,1,1,9,1,3,2,2,2,3,1,1,4,2,3,3,3,4,3,4,1
2285,10,LU,3,4,1,2,3,1,1,1,3,3,1,4,3,4,4,4,4,1,4,3
2286,10,LU,3,2,2,3,2,2,3,2,2,2,3,2,2,3,3,3,5,1,3,1
2289,10,LU,4,4,9,3,4,4,3,3,2,3,4,1,1,1,1,1,6,1,4,3
2292,10,LU,4,1,9,4,3,4,4,3,3,3,3,2,2,2,3,3,6,1,4,2
2293,10,LU,4,4,2,4,4,4,4,4,2,4,4,1,1,1,1,1,1,3,4,3
2294,10,LU,1,2,9,4,4,4,4,4,2,4,4,2,2,1,1,1,6,1,4,2
2295,10,LU,4,4,2,4,4,3,4,4,2,4,4,2,2,2,1,1,4,3,4,1
2296,10,LU,4,4,9,3,3,3,3,3,2,3,3,3,2,2,2,2,6,1,4,3
2299,10,LU,4,4,9,4,3,3,4,3,2,3,4,1,1,1,1,1,6,2,3,1
2301,10,LU,4,3,9,3,5,1,3,3,2,3,2,2,2,3,2,2,2,4,4,1
2302,10,LU,2,2,9,2,3,3,3,3,1,3,3,1,2,1,1,2,6,3,4,1
2303,10,LU,3,3,9,4,2,1,4,4,1,2,3,2,1,2,2,2,4,1,4,3
2304,10,LU,3,3,2,3,2,2,3,3,3,3,2,2,2,3,3,3,4,1,4,3
2305,10,LU,4,2,2,3,2,2,3,3,2,3,3,2,2,2,2,2,5,2,3,3
2306,10,LU,3,3,2,4,4,3,4,4,3,4,3,3,2,2,2,3,4,2,3,3
2307,10,LU,3,3,9,3,4,2,1,1,4,2,1,2,2,1,3,2,5,1,4,1
2308,10,LU,1,2,9,2,2,2,2,2,2,2,2,4,3,2,1,1,4,1,4,3
2310,10,LU,1,1,9,2,2,2,2,2,2,3,2,2,2,2,2,2,4,1,4,3
2311,10,LU,4,4,9,2,2,3,1,1,2,2,1,2,3,1,2,3,6,1,4,1
2313,10,LU,4,3,2,3,2,2,3,3,2,3,4,2,2,2,2,2,4,2,4,2
2316,10,LU,4,4,2,4,4,4,4,4,2,4,4,2,2,2,1,1,4,2,4,2
2317,10,LU,4,4,9,4,3,3,3,3,1,2,3,3,3,4,4,2,6,1,4,3
2318,10,LU,4,4,9,3,3,3,3,3,2,3,2,3,3,2,2,3,1,4,4,1
2319,10,LU,2,1,1,2,2,2,2,2,4,2,2,4,4,4,4,4,1,2,4,2
2321,10,LU,4,4,9,3,3,3,3,3,2,2,3,2,2,2,2,2,3,2,4,1
2322,10,LU,3,2,9,3,3,2,3,3,2,3,3,2,3,1,1,1,6,1,4,1
2323,10,LU,4,4,2,4,3,3,4,4,1,4,4,1,1,2,1,2,4,2,4,3
2325,10,LU,2,3,2,4,4,2,1,1,2,2,2,3,2,2,4,2,4,2,2,1
2326,10,LU,2,1,2,2,4,1,3,2,2,1,2,2,4,1,1,1,4,2,3,1
2327,10,LU,4,4,9,3,4,4,4,4,2,2,1,2,1,2,2,3,4,2,4,1
2328,10,LU,2,1,9,4,4,2,2,2,4,1,1,2,2,4,4,4,4,2,4,3
2329,10,LU,2,2,1,2,3,4,2,2,4,2,2,2,2,1,1,1,4,1,2,3
2330,10,LU,3,3,2,2,3,3,3,3,2,2,3,2,2,2,2,2,4,2,4,3
2337,10,LU,4,4,2,4,4,3,3,3,2,4,3,2,2,2,2,2,5,2,4,1
2338,10,LU,4,4,2,3,2,2,3,3,2,3,3,2,1,2,2,3,6,1,4,3
2341,10,LU,4,4,9,4,3,2,3,3,3,3,3,3,3,2,2,3,5,2,4,1
2342,10,LU,3,3,9,3,2,1,3,1,3,2,2,2,3,4,4,2,6,1,4,2
2346,10,LU,1,1,9,4,4,3,4,4,1,4,4,1,1,4,1,1,6,2,4,3
2348,10,LU,1,1,9,2,3,2,3,3,2,2,2,2,2,2,3,3,6,1,3,3
2349,10,LU,4,4,9,4,3,2,3,3,2,2,2,2,3,2,2,3,6,2,4,3
2350,10,LU,4,4,1,2,2,3,3,2,3,2,2,3,2,2,2,3,1,1,4,1
2355,10,LU,1,1,9,4,3,3,3,3,1,3,3,1,1,2,2,2,6,4,4,1
2357,10,LU,2,3,9,2,4,3,4,4,3,4,4,1,1,2,2,1,2,3,4,3
2359,10,LU,4,4,9,4,3,2,3,3,2,4,2,1,1,3,2,2,2,2,3,1
2360,10,LU,1,1,9,3,3,3,3,1,4,2,1,4,4,4,4,4,5,1,2,1
2362,10,LU,2,3,9,3,3,2,2,3,4,2,2,3,3,4,4,3,4,2,3,3
2363,10,LU,4,4,2,3,3,4,4,3,2,3,3,2,2,2,1,2,5,3,4,2
2364,10,LU,1,2,9,2,4,2,2,1,3,2,4,2,1,2,1,1,6,3,4,1
2367,10,LU,2,3,9,2,3,2,3,3,2,2,3,3,1,2,2,1,5,2,4,2
2370,10,LU,1,1,9,2,1,2,2,2,2,4,1,2,2,4,2,2,6,2,3,1
2371,10,LU,1,1,9,4,1,3,3,3,2,1,1,2,4,1,1,1,5,1,4,2
2372,10,LU,1,2,9,3,4,3,4,4,2,4,2,2,2,3,2,2,5,1,3,2
2375,10,LU,1,1,2,4,5,5,5,5,3,3,3,3,3,3,3,3,4,4,4,1
2378,10,LU,4,2,2,2,4,3,4,4,4,1,4,1,1,3,1,2,2,1,2,1
2380,10,LU,4,4,9,4,4,4,4,4,3,3,3,3,4,3,3,3,6,3,4,3
2383,10,LU,4,4,9,2,4,3,3,3,3,4,2,3,3,2,2,2,3,1,2,3
2384,10,LU,2,2,2,4,2,2,4,4,3,3,3,3,3,3,3,3,4,2,3,1
2385,10,LU,1,1,9,2,1,2,2,2,3,3,2,3,3,2,4,4,5,1,2,3
2386,10,LU,2,2,9,1,1,3,2,2,3,1,3,2,2,2,2,2,4,1,3,1
2390,10,LU,1,2,9,3,3,3,3,4,1,2,4,1,1,1,1,1,5,1,4,2
2393,10,LU,1,2,1,1,3,2,1,2,4,2,1,4,2,4,4,4,5,2,4,2
2394,10,LU,4,4,9,3,2,2,4,4,2,2,2,2,2,2,2,3,5,1,4,3
2400,10,LU,1,2,9,3,3,2,4,3,2,4,3,1,1,2,3,3,5,2,4,1
2402,10,LU,4,4,2,4,4,4,4,4,4,4,4,2,4,4,4,3,4,2,4,1
2403,10,LU,4,4,9,4,1,4,4,4,4,4,4,1,4,2,2,2,4,2,4,3
2404,10,LU,1,1,9,4,2,2,3,3,3,4,3,1,1,1,1,1,4,2,4,3
2410,10,LU,2,3,9,4,4,4,4,4,2,4,4,1,1,2,2,2,6,2,4,1
2411,10,LU,2,4,1,2,2,1,2,2,3,4,2,2,4,4,4,3,4,2,4,3
2413,10,LU,2,1,9,2,3,2,3,3,2,1,3,2,2,3,3,2,5,2,4,1
2416,10,LU,1,1,9,3,3,2,3,3,1,3,3,2,1,1,1,1,6,3,4,1
2418,10,LU,1,1,1,1,2,3,2,3,2,2,1,2,1,3,2,2,4,2,4,3
2421,10,LU,1,2,9,3,3,3,3,3,2,4,3,1,3,3,3,3,5,1,3,1
2424,10,LU,1,1,1,2,3,2,3,3,4,3,2,3,3,4,4,4,5,2,4,3
2425,10,LU,2,2,9,2,2,2,2,2,2,3,2,2,3,2,2,2,4,2,3,3
2426,10,LU,1,1,9,4,3,2,3,3,2,4,3,1,1,2,1,2,5,1,2,1
2428,10,LU,3,3,9,4,4,3,3,3,2,4,4,2,1,2,2,3,6,2,4,3
2429,10,LU,4,3,2,4,4,4,2,2,4,4,4,4,4,3,3,2,4,2,3,3
2432,10,LU,1,1,1,2,1,2,2,2,1,1,1,1,1,3,3,3,4,1,4,1
2435,11,NL,4,4,2,3,4,4,4,4,4,3,3,2,1,3,1,2,4,4,4,1
2437,11,NL,4,4,9,2,3,2,1,2,4,4,2,3,3,3,3,4,3,3,4,1
2439,11,NL,4,4,2,2,3,3,3,3,2,4,2,3,2,3,3,3,2,4,4,3
2440,11,NL,4,4,2,2,3,3,5,3,1,4,3,2,2,2,2,2,2,1,4,3
2441,11,NL,4,4,2,4,4,4,4,4,3,3,4,3,4,1,1,1,2,3,4,1
2442,11,NL,4,4,9,3,2,2,3,3,3,2,3,3,1,2,2,1,5,1,2,1
2444,11,NL,4,4,9,3,3,3,3,3,4,3,4,4,4,4,4,4,2,3,4,1
2446,11,NL,4,4,4,2,2,3,2,2,1,3,2,1,1,3,3,3,3,2,4,1
2447,11,NL,1,4,9,2,2,2,2,3,2,1,3,1,3,3,3,2,2,1,2,1
2448,11,NL,4,4,9,3,2,3,3,2,3,4,4,3,3,2,2,3,3,2,4,1
2453,11,NL,3,4,1,3,2,2,3,3,3,3,2,2,2,2,2,1,3,2,4,1
2455,11,NL,4,4,2,3,3,3,3,3,2,4,2,4,4,3,3,3,3,2,4,1
2457,11,NL,4,4,9,3,3,3,3,2,4,4,3,4,4,3,4,3,1,1,4,3
2461,11,NL,4,2,2,3,3,3,3,3,2,2,1,2,2,2,2,2,4,1,4,1
2464,11,NL,3,2,9,3,1,3,3,3,3,4,3,1,1,1,1,1,4,1,2,1
2465,11,NL,4,4,2,3,3,2,3,2,3,4,3,4,4,3,3,3,1,1,3,1
2466,11,NL,4,4,9,4,2,3,3,3,3,4,1,3,3,2,3,3,5,1,4,3
2467,11,NL,1,2,9,3,3,3,4,3,2,4,1,2,1,2,2,2,3,4,4,1
2468,11,NL,4,3,9,4,2,1,3,4,1,3,1,1,1,2,1,1,5,3,4,1
2469,11,NL,4,4,9,3,3,3,4,3,2,3,3,2,3,3,3,3,3,2,3,1
2470,11,NL,4,4,9,3,4,3,3,3,3,3,2,2,2,3,3,3,3,3,4,1
2474,11,NL,4,4,9,4,3,3,3,3,1,4,3,2,1,2,2,2,6,1,4,2
2475,11,NL,4,4,9,3,2,1,2,3,4,3,2,3,3,3,3,3,3,1,2,1
2476,11,NL,4,4,9,2,4,4,4,5,3,2,2,3,4,2,2,2,3,3,4,3
2478,11,NL,4,3,2,3,3,3,3,3,3,3,3,2,2,2,2,3,6,3,4,1
2479,11,NL,3,2,2,3,3,3,3,3,2,2,1,2,2,2,2,2,4,3,4,1
2481,11,NL,3,2,9,2,2,2,2,2,3,4,2,4,2,3,3,3,6,2,4,3
2483,11,NL,4,4,2,3,2,1,3,3,3,2,2,1,2,3,4,4,3,3,4,1
2485,11,NL,4,4,9,3,3,3,3,3,2,4,2,1,1,3,2,2,3,2,4,3
2488,11,NL,3,3,1,2,3,3,3,3,3,3,2,2,2,3,3,3,4,3,4,1
2490,11,NL,2,2,1,2,2,2,2,1,4,2,2,4,4,4,4,4,2,1,4,1
2492,11,NL,3,3,9,1,2,3,2,2,2,2,2,2,2,3,3,3,3,1,4,2
2496,11,NL,2,1,9,1,3,2,1,2,4,2,1,1,3,3,3,4,2,1,4,2
2497,11,NL,4,4,9,4,4,4,4,4,2,4,4,1,1,1,1,2,3,3,4,1
2498,11,NL,4,3,2,3,2,3,3,3,3,4,3,2,2,3,3,3,6,3,4,1
2499,11,NL,2,3,1,2,3,2,3,2,2,3,3,4,2,3,3,3,6,3,4,1
2501,11,NL,4,4,2,3,2,4,4,4,3,3,4,2,2,2,1,1,4,4,4,1
2502,11,NL,1,4,9,3,3,3,3,2,3,4,2,2,3,3,3,2,5,2,4,3
2503,11,NL,3,4,2,2,3,2,2,2,3,2,2,3,3,3,3,3,2,3,3,3
2505,11,NL,4,4,9,2,3,3,2,2,2,3,3,3,2,2,2,2,3,1,4,1
2506,11,NL,4,4,9,3,3,2,3,3,1,4,4,1,1,2,3,2,5,3,4,1
2507,11,NL,4,3,9,2,3,3,4,4,3,3,1,2,3,2,2,3,3,3,4,1
2511,11,NL,4,4,9,3,4,4,4,4,4,4,2,2,2,2,2,2,5,1,4,2
2512,11,NL,2,1,1,1,2,2,2,2,3,2,2,2,2,3,1,3,3,3,4,3
2513,11,NL,4,4,9,2,3,3,2,3,4,4,1,1,1,3,3,3,6,3,4,1
2515,11,NL,4,4,9,2,2,2,3,3,2,3,2,2,1,2,2,2,1,2,4,1
2517,11,NL,1,4,9,1,1,1,1,1,2,1,2,3,3,3,3,2,4,1,2,1
2519,11,NL,4,4,2,2,3,1,3,3,3,4,1,2,3,3,3,3,3,3,4,1
2520,11,NL,4,4,9,3,2,2,3,2,3,2,2,3,3,2,3,2,5,1,4,1
2521,11,NL,4,3,9,4,4,2,3,3,1,4,2,1,1,1,1,1,2,2,4,1
2523,11,NL,4,4,2,3,3,2,3,3,2,2,2,3,3,1,1,3,5,3,4,1
2524,11,NL,2,2,9,1,1,2,1,2,4,3,2,3,4,4,4,4,2,4,4,1
2527,11,NL,4,4,2,4,3,2,3,3,2,3,3,2,2,2,3,3,1,3,4,1
2528,11,NL,3,4,9,3,3,3,3,3,3,3,3,3,2,3,3,3,2,4,4,1
2529,11,NL,3,3,9,3,2,2,3,3,3,3,3,2,3,2,2,3,4,3,4,1
2531,11,NL,4,4,9,3,2,4,4,3,2,3,3,2,2,3,3,2,5,1,4,1
2532,11,NL,4,4,9,2,3,3,3,3,3,4,2,2,2,3,3,3,1,4,4,1
2533,11,NL,4,4,9,1,2,2,2,3,4,3,2,3,3,3,3,3,4,1,4,3
2534,11,NL,3,2,2,2,2,2,2,3,4,3,3,2,3,3,3,3,4,2,4,1
2535,11,NL,2,2,9,2,2,3,3,3,3,3,1,2,3,2,2,3,4,4,4,1
2537,11,NL,4,4,9,1,1,2,2,2,3,2,2,4,4,3,3,4,3,2,4,1
2538,11,NL,4,4,2,1,2,3,2,2,3,4,2,3,2,2,2,3,4,3,4,1
2539,11,NL,1,2,9,2,2,2,2,2,4,3,1,1,1,1,1,1,3,1,4,1
2540,11,NL,3,3,9,2,4,3,3,4,1,4,2,2,2,2,2,2,2,1,4,3
2541,11,NL,4,4,9,2,3,2,3,3,3,3,3,2,2,3,3,4,2,3,4,1
2542,11,NL,4,4,9,3,3,4,4,4,2,4,3,2,1,3,2,2,1,2,2,2
2544,11,NL,4,4,9,2,1,1,3,1,3,3,3,2,3,3,3,3,1,1,4,1
2545,11,NL,2,4,9,2,2,2,4,3,2,2,2,1,3,3,3,2,2,3,4,3
2547,11,NL,4,4,9,2,3,3,4,4,1,4,1,4,4,4,3,1,4,4,4,3
2548,11,NL,4,3,9,2,2,2,3,3,2,3,3,3,2,2,2,3,2,1,2,3
2551,11,NL,3,4,9,3,2,2,3,3,2,3,3,3,3,3,3,3,1,2,3,1
2552,11,NL,4,4,9,1,2,2,2,2,4,4,2,4,3,4,3,4,5,1,2,1
2554,11,NL,3,3,9,4,2,2,3,2,3,3,2,2,3,3,3,3,4,1,4,3
2557,11,NL,4,4,2,3,3,3,3,3,3,2,2,3,3,3,3,3,4,3,4,3
2560,11,NL,3,4,9,2,2,2,3,3,3,3,2,2,2,3,3,3,1,1,4,1
2561,11,NL,4,4,2,3,3,4,4,3,3,2,2,3,1,3,3,3,4,3,4,1
2563,11,NL,4,4,9,3,3,3,3,3,1,4,2,1,1,2,2,2,6,3,4,3
2565,11,NL,4,4,9,2,3,1,3,2,4,3,1,3,3,3,3,3,2,2,4,2
2566,11,NL,4,4,9,2,3,3,3,3,2,3,3,3,3,3,3,3,3,2,4,1
2569,11,NL,2,3,9,2,2,4,3,2,3,3,2,3,3,2,2,3,4,1,4,3
2570,11,NL,3,2,9,2,3,1,2,2,3,2,3,4,3,3,4,4,1,1,4,1
2571,11,NL,1,1,9,2,2,3,3,3,4,4,3,3,4,3,1,3,2,3,4,1
2577,11,NL,4,4,9,3,3,3,3,3,3,3,3,3,3,2,2,2,4,1,2,1
2579,11,NL,4,4,9,3,3,2,4,4,2,3,3,3,3,2,2,2,6,1,4,1
2581,11,NL,4,3,9,3,3,3,3,2,2,2,2,2,3,2,3,2,6,1,3,1
2583,11,NL,4,4,9,4,4,3,4,4,1,4,4,1,1,4,4,4,6,1,3,3
2586,11,NL,4,4,9,3,2,2,4,4,2,4,3,3,3,3,3,3,6,1,4,1
